ZipCode,CombinedRate,State,,
17121,0.06,PA,,
17122,0.06,PA,,
17123,0.06,PA,,
17124,0.06,PA,,
17125,0.06,PA,,
17126,0.06,PA,,
17127,0.06,PA,,
17128,0.06,PA,,
17129,0.06,PA,,
17130,0.06,PA,,
17140,0.06,PA,,
17177,0.06,PA,,
17201,0.06,PA,,
17202,0.06,PA,,
17210,0.06,PA,,
17211,0.06,PA,,
17212,0.06,PA,,
17213,0.06,PA,,
17214,0.06,PA,,
17215,0.06,PA,,
17217,0.06,PA,,
17219,0.06,PA,,
17220,0.06,PA,,
17221,0.06,PA,,
17222,0.06,PA,,
17223,0.06,PA,,
17224,0.06,PA,,
17225,0.06,PA,,
17228,0.06,PA,,
17229,0.06,PA,,
17231,0.06,PA,,
17232,0.06,PA,,
17233,0.06,PA,,
17235,0.06,PA,,
17236,0.06,PA,,
17237,0.06,PA,,
17238,0.06,PA,,
17239,0.06,PA,,
17240,0.06,PA,,
17241,0.06,PA,,
17243,0.06,PA,,
17244,0.06,PA,,
17246,0.06,PA,,
17247,0.06,PA,,
17249,0.06,PA,,
17250,0.06,PA,,
17251,0.06,PA,,
17252,0.06,PA,,
17253,0.06,PA,,
17254,0.06,PA,,
17255,0.06,PA,,
17256,0.06,PA,,
17257,0.06,PA,,
17260,0.06,PA,,
17261,0.06,PA,,
17262,0.06,PA,,
17263,0.06,PA,,
17264,0.06,PA,,
17265,0.06,PA,,
17266,0.06,PA,,
17267,0.06,PA,,
17268,0.06,PA,,
17271,0.06,PA,,
17272,0.06,PA,,
17301,0.06,PA,,
17302,0.06,PA,,
17303,0.06,PA,,
17304,0.06,PA,,
17306,0.06,PA,,
17307,0.06,PA,,
17309,0.06,PA,,
17310,0.06,PA,,
17311,0.06,PA,,
17312,0.06,PA,,
17313,0.06,PA,,
17314,0.06,PA,,
17315,0.06,PA,,
17316,0.06,PA,,
17317,0.06,PA,,
17318,0.06,PA,,
17319,0.06,PA,,
17320,0.06,PA,,
17321,0.06,PA,,
17322,0.06,PA,,
17323,0.06,PA,,
17324,0.06,PA,,
17325,0.06,PA,,
17327,0.06,PA,,
17329,0.06,PA,,
17331,0.06,PA,,
17332,0.06,PA,,
17333,0.06,PA,,
17334,0.06,PA,,
17335,0.06,PA,,
17337,0.06,PA,,
17339,0.06,PA,,
17340,0.06,PA,,
17342,0.06,PA,,
17343,0.06,PA,,
17344,0.06,PA,,
17345,0.06,PA,,
17347,0.06,PA,,
17349,0.06,PA,,
17350,0.06,PA,,
17352,0.06,PA,,
17353,0.06,PA,,
17354,0.06,PA,,
17355,0.06,PA,,
17356,0.06,PA,,
17358,0.06,PA,,
17360,0.06,PA,,
17361,0.06,PA,,
17362,0.06,PA,,
17363,0.06,PA,,
17364,0.06,PA,,
17365,0.06,PA,,
17366,0.06,PA,,
17368,0.06,PA,,
17370,0.06,PA,,
17371,0.06,PA,,
17372,0.06,PA,,
17375,0.06,PA,,
17401,0.06,PA,,
17402,0.06,PA,,
17403,0.06,PA,,
17404,0.06,PA,,
17405,0.06,PA,,
17406,0.06,PA,,
17407,0.06,PA,,
17408,0.06,PA,,
17501,0.06,PA,,
17502,0.06,PA,,
17503,0.06,PA,,
17504,0.06,PA,,
17505,0.06,PA,,
17506,0.06,PA,,
17507,0.06,PA,,
17508,0.06,PA,,
17509,0.06,PA,,
17512,0.06,PA,,
17516,0.06,PA,,
17517,0.06,PA,,
17518,0.06,PA,,
17519,0.06,PA,,
17520,0.06,PA,,
17521,0.06,PA,,
17522,0.06,PA,,
17527,0.06,PA,,
17528,0.06,PA,,
17529,0.06,PA,,
17532,0.06,PA,,
17533,0.06,PA,,
17534,0.06,PA,,
17535,0.06,PA,,
17536,0.06,PA,,
17537,0.06,PA,,
17538,0.06,PA,,
17540,0.06,PA,,
17543,0.06,PA,,
17545,0.06,PA,,
17547,0.06,PA,,
17549,0.06,PA,,
17550,0.06,PA,,
17551,0.06,PA,,
17552,0.06,PA,,
17554,0.06,PA,,
17555,0.06,PA,,
17557,0.06,PA,,
17560,0.06,PA,,
17562,0.06,PA,,
17563,0.06,PA,,
17564,0.06,PA,,
17565,0.06,PA,,
17566,0.06,PA,,
17567,0.06,PA,,
17568,0.06,PA,,
17569,0.06,PA,,
17570,0.06,PA,,
17572,0.06,PA,,
17573,0.06,PA,,
17575,0.06,PA,,
17576,0.06,PA,,
17578,0.06,PA,,
17579,0.06,PA,,
17580,0.06,PA,,
17581,0.06,PA,,
17582,0.06,PA,,
17583,0.06,PA,,
17584,0.06,PA,,
17585,0.06,PA,,
17601,0.06,PA,,
17602,0.06,PA,,
17603,0.06,PA,,
17604,0.06,PA,,
17605,0.06,PA,,
17606,0.06,PA,,
17607,0.06,PA,,
17608,0.06,PA,,
17622,0.06,PA,,
17699,0.06,PA,,
17701,0.06,PA,,
17702,0.06,PA,,
17703,0.06,PA,,
17705,0.06,PA,,
17720,0.06,PA,,
17721,0.06,PA,,
17723,0.06,PA,,
17724,0.06,PA,,
17726,0.06,PA,,
17727,0.06,PA,,
17728,0.06,PA,,
17729,0.06,PA,,
17730,0.06,PA,,
17731,0.06,PA,,
17735,0.06,PA,,
17737,0.06,PA,,
17739,0.06,PA,,
17740,0.06,PA,,
17742,0.06,PA,,
17744,0.06,PA,,
17745,0.06,PA,,
17747,0.06,PA,,
17748,0.06,PA,,
17749,0.06,PA,,
17750,0.06,PA,,
17751,0.06,PA,,
17752,0.06,PA,,
17754,0.06,PA,,
17756,0.06,PA,,
17758,0.06,PA,,
17760,0.06,PA,,
17762,0.06,PA,,
17763,0.06,PA,,
17764,0.06,PA,,
17765,0.06,PA,,
17767,0.06,PA,,
17768,0.06,PA,,
17769,0.06,PA,,
17771,0.06,PA,,
17772,0.06,PA,,
17774,0.06,PA,,
17776,0.06,PA,,
17777,0.06,PA,,
17778,0.06,PA,,
17779,0.06,PA,,
17801,0.06,PA,,
17810,0.06,PA,,
17812,0.06,PA,,
17813,0.06,PA,,
17814,0.06,PA,,
17815,0.06,PA,,
17820,0.06,PA,,
17821,0.06,PA,,
17822,0.06,PA,,
17823,0.06,PA,,
17824,0.06,PA,,
17827,0.06,PA,,
17829,0.06,PA,,
17830,0.06,PA,,
17831,0.06,PA,,
17832,0.06,PA,,
17833,0.06,PA,,
17834,0.06,PA,,
17835,0.06,PA,,
17836,0.06,PA,,
17837,0.06,PA,,
17840,0.06,PA,,
17841,0.06,PA,,
17842,0.06,PA,,
17843,0.06,PA,,
17844,0.06,PA,,
17845,0.06,PA,,
17846,0.06,PA,,
17847,0.06,PA,,
17850,0.06,PA,,
17851,0.06,PA,,
17853,0.06,PA,,
17855,0.06,PA,,
17856,0.06,PA,,
17857,0.06,PA,,
17858,0.06,PA,,
17859,0.06,PA,,
17860,0.06,PA,,
17861,0.06,PA,,
17862,0.06,PA,,
17864,0.06,PA,,
17865,0.06,PA,,
17866,0.06,PA,,
17867,0.06,PA,,
17868,0.06,PA,,
17870,0.06,PA,,
17872,0.06,PA,,
17876,0.06,PA,,
17877,0.06,PA,,
17878,0.06,PA,,
17880,0.06,PA,,
17881,0.06,PA,,
17882,0.06,PA,,
17883,0.06,PA,,
17884,0.06,PA,,
17885,0.06,PA,,
17886,0.06,PA,,
17887,0.06,PA,,
17888,0.06,PA,,
17889,0.06,PA,,
17901,0.06,PA,,
17920,0.06,PA,,
17921,0.06,PA,,
17922,0.06,PA,,
17923,0.06,PA,,
17925,0.06,PA,,
17929,0.06,PA,,
17930,0.06,PA,,
17931,0.06,PA,,
17932,0.06,PA,,
17933,0.06,PA,,
17934,0.06,PA,,
17935,0.06,PA,,
17936,0.06,PA,,
17938,0.06,PA,,
17941,0.06,PA,,
17943,0.06,PA,,
17944,0.06,PA,,
17945,0.06,PA,,
17946,0.06,PA,,
17948,0.06,PA,,
17949,0.06,PA,,
17951,0.06,PA,,
17952,0.06,PA,,
17953,0.06,PA,,
17954,0.06,PA,,
17957,0.06,PA,,
17959,0.06,PA,,
17960,0.06,PA,,
17961,0.06,PA,,
17963,0.06,PA,,
17964,0.06,PA,,
17965,0.06,PA,,
17966,0.06,PA,,
17967,0.06,PA,,
17968,0.06,PA,,
17970,0.06,PA,,
17972,0.06,PA,,
17974,0.06,PA,,
17976,0.06,PA,,
17978,0.06,PA,,
17979,0.06,PA,,
17980,0.06,PA,,
17981,0.06,PA,,
17982,0.06,PA,,
17983,0.06,PA,,
17985,0.06,PA,,
18001,0.06,PA,,
18002,0.06,PA,,
18003,0.06,PA,,
18010,0.06,PA,,
18011,0.06,PA,,
18012,0.06,PA,,
18013,0.06,PA,,
18014,0.06,PA,,
18015,0.06,PA,,
18016,0.06,PA,,
18017,0.06,PA,,
18018,0.06,PA,,
18020,0.06,PA,,
18025,0.06,PA,,
18030,0.06,PA,,
18031,0.06,PA,,
18032,0.06,PA,,
18034,0.06,PA,,
18035,0.06,PA,,
18036,0.06,PA,,
18037,0.06,PA,,
18038,0.06,PA,,
18039,0.06,PA,,
18040,0.06,PA,,
18041,0.06,PA,,
18042,0.06,PA,,
18043,0.06,PA,,
18044,0.06,PA,,
18045,0.06,PA,,
18046,0.06,PA,,
18049,0.06,PA,,
18050,0.06,PA,,
18051,0.06,PA,,
18052,0.06,PA,,
18053,0.06,PA,,
18054,0.06,PA,,
18055,0.06,PA,,
18056,0.06,PA,,
18058,0.06,PA,,
18059,0.06,PA,,
18060,0.06,PA,,
18062,0.06,PA,,
18063,0.06,PA,,
18064,0.06,PA,,
18065,0.06,PA,,
18066,0.06,PA,,
18067,0.06,PA,,
18068,0.06,PA,,
18069,0.06,PA,,
18070,0.06,PA,,
18071,0.06,PA,,
18072,0.06,PA,,
18073,0.06,PA,,
18074,0.06,PA,,
18076,0.06,PA,,
18077,0.06,PA,,
18078,0.06,PA,,
18079,0.06,PA,,
18080,0.06,PA,,
18081,0.06,PA,,
18083,0.06,PA,,
18084,0.06,PA,,
18085,0.06,PA,,
18086,0.06,PA,,
18087,0.06,PA,,
18088,0.06,PA,,
18091,0.06,PA,,
18092,0.06,PA,,
18098,0.06,PA,,
18099,0.06,PA,,
18101,0.06,PA,,
18102,0.06,PA,,
18103,0.06,PA,,
18104,0.06,PA,,
18105,0.06,PA,,
18106,0.06,PA,,
18109,0.06,PA,,
18195,0.06,PA,,
18201,0.06,PA,,
18202,0.06,PA,,
18210,0.06,PA,,
18211,0.06,PA,,
18212,0.06,PA,,
18214,0.06,PA,,
18216,0.06,PA,,
18218,0.06,PA,,
18219,0.06,PA,,
18220,0.06,PA,,
18221,0.06,PA,,
18222,0.06,PA,,
18223,0.06,PA,,
18224,0.06,PA,,
18225,0.06,PA,,
18229,0.06,PA,,
18230,0.06,PA,,
18231,0.06,PA,,
18232,0.06,PA,,
18234,0.06,PA,,
18235,0.06,PA,,
18237,0.06,PA,,
18239,0.06,PA,,
18240,0.06,PA,,
18241,0.06,PA,,
18242,0.06,PA,,
18244,0.06,PA,,
18245,0.06,PA,,
18246,0.06,PA,,
18247,0.06,PA,,
18248,0.06,PA,,
18249,0.06,PA,,
18250,0.06,PA,,
18251,0.06,PA,,
18252,0.06,PA,,
18254,0.06,PA,,
18255,0.06,PA,,
18256,0.06,PA,,
18301,0.06,PA,,
18302,0.06,PA,,
18320,0.06,PA,,
18321,0.06,PA,,
18322,0.06,PA,,
18323,0.06,PA,,
18324,0.06,PA,,
18325,0.06,PA,,
18326,0.06,PA,,
18327,0.06,PA,,
18328,0.06,PA,,
18330,0.06,PA,,
18331,0.06,PA,,
18332,0.06,PA,,
18333,0.06,PA,,
18334,0.06,PA,,
18335,0.06,PA,,
18336,0.06,PA,,
18337,0.06,PA,,
18340,0.06,PA,,
18341,0.06,PA,,
18342,0.06,PA,,
18343,0.06,PA,,
18344,0.06,PA,,
18346,0.06,PA,,
18347,0.06,PA,,
18348,0.06,PA,,
18349,0.06,PA,,
18350,0.06,PA,,
18351,0.06,PA,,
18352,0.06,PA,,
18353,0.06,PA,,
18354,0.06,PA,,
18355,0.06,PA,,
18356,0.06,PA,,
18357,0.06,PA,,
18360,0.06,PA,,
18370,0.06,PA,,
18371,0.06,PA,,
18372,0.06,PA,,
18373,0.06,PA,,
18403,0.06,PA,,
18405,0.06,PA,,
18407,0.06,PA,,
18410,0.06,PA,,
18411,0.06,PA,,
18413,0.06,PA,,
18414,0.06,PA,,
18415,0.06,PA,,
18416,0.06,PA,,
18417,0.06,PA,,
18419,0.06,PA,,
18420,0.06,PA,,
18421,0.06,PA,,
18424,0.06,PA,,
18425,0.06,PA,,
18426,0.06,PA,,
18427,0.06,PA,,
18428,0.06,PA,,
18430,0.06,PA,,
18431,0.06,PA,,
18433,0.06,PA,,
18434,0.06,PA,,
18435,0.06,PA,,
18436,0.06,PA,,
18437,0.06,PA,,
18438,0.06,PA,,
18439,0.06,PA,,
18440,0.06,PA,,
18441,0.06,PA,,
18443,0.06,PA,,
18444,0.06,PA,,
18445,0.06,PA,,
18446,0.06,PA,,
18447,0.06,PA,,
18448,0.06,PA,,
18449,0.06,PA,,
18451,0.06,PA,,
18452,0.06,PA,,
18453,0.06,PA,,
18454,0.06,PA,,
18455,0.06,PA,,
18456,0.06,PA,,
18457,0.06,PA,,
18458,0.06,PA,,
18459,0.06,PA,,
18460,0.06,PA,,
18461,0.06,PA,,
18462,0.06,PA,,
18463,0.06,PA,,
18464,0.06,PA,,
18465,0.06,PA,,
18466,0.06,PA,,
18469,0.06,PA,,
18470,0.06,PA,,
18471,0.06,PA,,
18472,0.06,PA,,
18473,0.06,PA,,
18501,0.06,PA,,
18502,0.06,PA,,
18503,0.06,PA,,
18504,0.06,PA,,
18505,0.06,PA,,
18507,0.06,PA,,
18508,0.06,PA,,
18509,0.06,PA,,
18510,0.06,PA,,
18512,0.06,PA,,
18515,0.06,PA,,
18517,0.06,PA,,
18518,0.06,PA,,
18519,0.06,PA,,
18540,0.06,PA,,
18577,0.06,PA,,
18601,0.06,PA,,
18602,0.06,PA,,
18603,0.06,PA,,
18610,0.06,PA,,
18611,0.06,PA,,
18612,0.06,PA,,
18614,0.06,PA,,
18615,0.06,PA,,
18616,0.06,PA,,
18617,0.06,PA,,
18618,0.06,PA,,
18619,0.06,PA,,
18621,0.06,PA,,
18622,0.06,PA,,
18623,0.06,PA,,
18624,0.06,PA,,
18625,0.06,PA,,
18626,0.06,PA,,
18627,0.06,PA,,
18628,0.06,PA,,
18629,0.06,PA,,
18630,0.06,PA,,
18631,0.06,PA,,
18632,0.06,PA,,
18634,0.06,PA,,
18635,0.06,PA,,
18636,0.06,PA,,
18640,0.06,PA,,
18641,0.06,PA,,
18642,0.06,PA,,
18643,0.06,PA,,
18644,0.06,PA,,
18651,0.06,PA,,
18653,0.06,PA,,
18654,0.06,PA,,
18655,0.06,PA,,
18656,0.06,PA,,
18657,0.06,PA,,
18660,0.06,PA,,
18661,0.06,PA,,
18690,0.06,PA,,
18701,0.06,PA,,
18702,0.06,PA,,
18703,0.06,PA,,
18704,0.06,PA,,
18705,0.06,PA,,
18706,0.06,PA,,
18707,0.06,PA,,
18708,0.06,PA,,
18709,0.06,PA,,
18710,0.06,PA,,
18711,0.06,PA,,
18762,0.06,PA,,
18764,0.06,PA,,
18765,0.06,PA,,
18766,0.06,PA,,
18767,0.06,PA,,
18769,0.06,PA,,
18773,0.06,PA,,
18801,0.06,PA,,
18810,0.06,PA,,
18812,0.06,PA,,
18813,0.06,PA,,
18814,0.06,PA,,
18815,0.06,PA,,
18816,0.06,PA,,
18817,0.06,PA,,
18818,0.06,PA,,
18820,0.06,PA,,
18821,0.06,PA,,
18822,0.06,PA,,
18823,0.06,PA,,
18824,0.06,PA,,
18825,0.06,PA,,
18826,0.06,PA,,
18827,0.06,PA,,
18828,0.06,PA,,
18829,0.06,PA,,
18830,0.06,PA,,
18831,0.06,PA,,
18832,0.06,PA,,
18833,0.06,PA,,
18834,0.06,PA,,
18837,0.06,PA,,
18840,0.06,PA,,
18842,0.06,PA,,
18843,0.06,PA,,
18844,0.06,PA,,
18845,0.06,PA,,
18846,0.06,PA,,
18847,0.06,PA,,
18848,0.06,PA,,
18850,0.06,PA,,
18851,0.06,PA,,
18853,0.06,PA,,
18854,0.06,PA,,
18901,0.06,PA,,
18902,0.06,PA,,
18910,0.06,PA,,
18911,0.06,PA,,
18912,0.06,PA,,
18913,0.06,PA,,
18914,0.06,PA,,
18915,0.06,PA,,
18916,0.06,PA,,
18917,0.06,PA,,
18918,0.06,PA,,
18920,0.06,PA,,
18921,0.06,PA,,
18922,0.06,PA,,
18923,0.06,PA,,
18924,0.06,PA,,
18925,0.06,PA,,
18926,0.06,PA,,
18927,0.06,PA,,
18928,0.06,PA,,
18929,0.06,PA,,
18930,0.06,PA,,
18931,0.06,PA,,
18932,0.06,PA,,
18933,0.06,PA,,
18934,0.06,PA,,
18935,0.06,PA,,
18936,0.06,PA,,
18938,0.06,PA,,
18940,0.06,PA,,
18942,0.06,PA,,
18943,0.06,PA,,
18944,0.06,PA,,
18946,0.06,PA,,
18947,0.06,PA,,
18949,0.06,PA,,
18950,0.06,PA,,
18951,0.06,PA,,
18953,0.06,PA,,
18954,0.06,PA,,
18955,0.06,PA,,
18956,0.06,PA,,
18957,0.06,PA,,
18958,0.06,PA,,
18960,0.06,PA,,
18962,0.06,PA,,
18963,0.06,PA,,
18964,0.06,PA,,
18966,0.06,PA,,
18968,0.06,PA,,
18969,0.06,PA,,
18970,0.06,PA,,
18971,0.06,PA,,
18972,0.06,PA,,
18974,0.06,PA,,
18976,0.06,PA,,
18977,0.06,PA,,
18979,0.06,PA,,
18980,0.06,PA,,
18981,0.06,PA,,
18991,0.06,PA,,
19001,0.06,PA,,
19002,0.06,PA,,
19003,0.06,PA,,
19004,0.06,PA,,
19006,0.06,PA,,
19007,0.06,PA,,
19008,0.06,PA,,
19009,0.06,PA,,
19010,0.06,PA,,
19012,0.06,PA,,
19013,0.06,PA,,
19014,0.06,PA,,
19015,0.06,PA,,
19016,0.06,PA,,
19017,0.06,PA,,
19018,0.06,PA,,
19019,0.08,PA,,
19020,0.06,PA,,
19021,0.06,PA,,
19022,0.06,PA,,
19023,0.06,PA,,
19025,0.06,PA,,
19026,0.06,PA,,
19027,0.06,PA,,
19028,0.06,PA,,
19029,0.06,PA,,
19030,0.06,PA,,
19031,0.06,PA,,
19032,0.06,PA,,
19033,0.06,PA,,
19034,0.06,PA,,
19035,0.06,PA,,
19036,0.06,PA,,
19037,0.06,PA,,
19038,0.06,PA,,
19039,0.06,PA,,
19040,0.06,PA,,
19041,0.06,PA,,
19043,0.06,PA,,
19044,0.06,PA,,
19046,0.06,PA,,
19047,0.06,PA,,
19048,0.06,PA,,
19049,0.06,PA,,
19050,0.06,PA,,
19052,0.06,PA,,
19053,0.06,PA,,
19054,0.06,PA,,
19055,0.06,PA,,
19056,0.06,PA,,
19057,0.06,PA,,
19058,0.06,PA,,
19060,0.06,PA,,
19061,0.06,PA,,
19063,0.06,PA,,
19064,0.06,PA,,
19065,0.06,PA,,
19066,0.06,PA,,
19067,0.06,PA,,
19070,0.06,PA,,
19072,0.06,PA,,
19073,0.06,PA,,
19074,0.06,PA,,
19075,0.06,PA,,
19076,0.06,PA,,
19078,0.06,PA,,
19079,0.06,PA,,
19081,0.06,PA,,
19082,0.06,PA,,
19083,0.06,PA,,
19085,0.06,PA,,
19086,0.06,PA,,
19087,0.06,PA,,
19088,0.06,PA,,
19089,0.06,PA,,
19090,0.06,PA,,
19091,0.06,PA,,
19092,0.08,PA,,
19093,0.08,PA,,
19094,0.06,PA,,
19095,0.06,PA,,
19096,0.06,PA,,
19098,0.06,PA,,
19099,0.08,PA,,
19101,0.08,PA,,
19102,0.08,PA,,
19103,0.08,PA,,
19104,0.08,PA,,
19105,0.08,PA,,
19106,0.08,PA,,
19107,0.08,PA,,
19108,0.08,PA,,
19109,0.08,PA,,
19110,0.08,PA,,
19111,0.08,PA,,
19112,0.08,PA,,
19113,0.06,PA,,
19114,0.08,PA,,
19115,0.08,PA,,
19116,0.08,PA,,
19118,0.08,PA,,
19119,0.08,PA,,
19120,0.08,PA,,
19121,0.08,PA,,
19122,0.08,PA,,
19123,0.08,PA,,
19124,0.08,PA,,
19125,0.08,PA,,
19126,0.08,PA,,
19127,0.08,PA,,
19128,0.08,PA,,
19129,0.08,PA,,
19130,0.08,PA,,
19131,0.08,PA,,
19132,0.08,PA,,
19133,0.08,PA,,
19134,0.08,PA,,
19135,0.08,PA,,
19136,0.08,PA,,
19137,0.08,PA,,
19138,0.08,PA,,
19139,0.08,PA,,
19140,0.08,PA,,
19141,0.08,PA,,
19142,0.08,PA,,
19143,0.08,PA,,
19144,0.08,PA,,
19145,0.08,PA,,
19146,0.08,PA,,
19147,0.08,PA,,
19148,0.08,PA,,
19149,0.08,PA,,
19150,0.08,PA,,
19151,0.08,PA,,
19152,0.08,PA,,
19153,0.08,PA,,
19154,0.08,PA,,
19155,0.08,PA,,
19160,0.08,PA,,
19161,0.08,PA,,
19162,0.08,PA,,
19170,0.08,PA,,
19171,0.08,PA,,
19172,0.08,PA,,
19175,0.08,PA,,
19176,0.08,PA,,
19178,0.08,PA,,
19179,0.08,PA,,
19181,0.08,PA,,
19182,0.08,PA,,
19183,0.08,PA,,
19187,0.08,PA,,
19188,0.08,PA,,
19190,0.08,PA,,
19191,0.08,PA,,
19192,0.08,PA,,
19194,0.08,PA,,
19195,0.08,PA,,
19196,0.08,PA,,
19197,0.08,PA,,
19244,0.08,PA,,
19255,0.08,PA,,
19301,0.06,PA,,
19310,0.06,PA,,
19311,0.06,PA,,
19312,0.06,PA,,
19316,0.06,PA,,
19317,0.06,PA,,
19318,0.06,PA,,
19319,0.06,PA,,
19320,0.06,PA,,
19330,0.06,PA,,
19331,0.06,PA,,
19333,0.06,PA,,
19335,0.06,PA,,
19339,0.06,PA,,
19340,0.06,PA,,
19341,0.06,PA,,
19342,0.06,PA,,
19343,0.06,PA,,
19344,0.06,PA,,
19345,0.06,PA,,
19346,0.06,PA,,
19347,0.06,PA,,
19348,0.06,PA,,
19350,0.06,PA,,
19351,0.06,PA,,
19352,0.06,PA,,
19353,0.06,PA,,
19354,0.06,PA,,
19355,0.06,PA,,
19357,0.06,PA,,
19358,0.06,PA,,
19360,0.06,PA,,
19362,0.06,PA,,
19363,0.06,PA,,
19365,0.06,PA,,
19366,0.06,PA,,
19367,0.06,PA,,
19369,0.06,PA,,
19372,0.06,PA,,
19373,0.06,PA,,
19374,0.06,PA,,
19375,0.06,PA,,
19376,0.06,PA,,
19380,0.06,PA,,
19381,0.06,PA,,
19382,0.06,PA,,
19383,0.06,PA,,
19390,0.06,PA,,
19395,0.06,PA,,
19397,0.06,PA,,
19398,0.06,PA,,
19399,0.06,PA,,
19401,0.06,PA,,
19403,0.06,PA,,
19404,0.06,PA,,
19405,0.06,PA,,
19406,0.06,PA,,
19407,0.06,PA,,
19408,0.06,PA,,
19415,0.06,PA,,
19420,0.06,PA,,
19421,0.06,PA,,
19422,0.06,PA,,
19423,0.06,PA,,
19424,0.06,PA,,
19425,0.06,PA,,
19426,0.06,PA,,
19428,0.06,PA,,
19429,0.06,PA,,
19430,0.06,PA,,
19432,0.06,PA,,
19435,0.06,PA,,
19436,0.06,PA,,
19437,0.06,PA,,
19438,0.06,PA,,
19440,0.06,PA,,
19441,0.06,PA,,
19442,0.06,PA,,
19443,0.06,PA,,
19444,0.06,PA,,
19446,0.06,PA,,
19450,0.06,PA,,
19451,0.06,PA,,
19453,0.06,PA,,
19454,0.06,PA,,
19455,0.06,PA,,
19456,0.06,PA,,
19457,0.06,PA,,
19460,0.06,PA,,
19462,0.06,PA,,
19464,0.06,PA,,
19465,0.06,PA,,
19468,0.06,PA,,
19470,0.06,PA,,
19472,0.06,PA,,
19473,0.06,PA,,
19474,0.06,PA,,
19475,0.06,PA,,
19477,0.06,PA,,
19478,0.06,PA,,
19480,0.06,PA,,
19481,0.06,PA,,
19482,0.06,PA,,
19484,0.06,PA,,
19486,0.06,PA,,
19490,0.06,PA,,
19492,0.06,PA,,
19493,0.06,PA,,
19494,0.06,PA,,
19495,0.06,PA,,
19496,0.06,PA,,
19501,0.06,PA,,
19503,0.06,PA,,
19504,0.06,PA,,
19505,0.06,PA,,
19506,0.06,PA,,
19507,0.06,PA,,
19508,0.06,PA,,
19510,0.06,PA,,
19511,0.06,PA,,
19512,0.06,PA,,
19516,0.06,PA,,
19518,0.06,PA,,
19519,0.06,PA,,
19520,0.06,PA,,
19522,0.06,PA,,
19523,0.06,PA,,
19525,0.06,PA,,
19526,0.06,PA,,
19529,0.06,PA,,
19530,0.06,PA,,
19533,0.06,PA,,
19534,0.06,PA,,
19535,0.06,PA,,
19536,0.06,PA,,
19538,0.06,PA,,
19539,0.06,PA,,
19540,0.06,PA,,
19541,0.06,PA,,
19542,0.06,PA,,
19543,0.06,PA,,
19544,0.06,PA,,
19545,0.06,PA,,
19547,0.06,PA,,
19548,0.06,PA,,
19549,0.06,PA,,
19550,0.06,PA,,
19551,0.06,PA,,
19554,0.06,PA,,
19555,0.06,PA,,
19559,0.06,PA,,
19560,0.06,PA,,
19562,0.06,PA,,
19564,0.06,PA,,
19565,0.06,PA,,
19567,0.06,PA,,
19601,0.06,PA,,
19602,0.06,PA,,
19603,0.06,PA,,
19604,0.06,PA,,
19605,0.06,PA,,
19606,0.06,PA,,
19607,0.06,PA,,
19608,0.06,PA,,
19609,0.06,PA,,
19610,0.06,PA,,
19611,0.06,PA,,
19612,0.06,PA,,
601,0.07,PR,,
602,0.07,PR,,
603,0.07,PR,,
604,0.07,PR,,
605,0.07,PR,,
606,0.07,PR,,
610,0.07,PR,,
611,0.07,PR,,
612,0.07,PR,,
613,0.07,PR,,
614,0.07,PR,,
616,0.07,PR,,
617,0.07,PR,,
622,0.07,PR,,
623,0.07,PR,,
624,0.07,PR,,
627,0.07,PR,,
631,0.07,PR,,
636,0.07,PR,,
637,0.07,PR,,
638,0.07,PR,,
641,0.07,PR,,
646,0.07,PR,,
647,0.07,PR,,
650,0.07,PR,,
652,0.07,PR,,
653,0.07,PR,,
656,0.07,PR,,
659,0.07,PR,,
660,0.07,PR,,
662,0.07,PR,,
664,0.07,PR,,
667,0.07,PR,,
669,0.07,PR,,
670,0.07,PR,,
674,0.07,PR,,
676,0.07,PR,,
677,0.07,PR,,
678,0.07,PR,,
680,0.07,PR,,
681,0.07,PR,,
682,0.07,PR,,
683,0.07,PR,,
685,0.07,PR,,
687,0.07,PR,,
688,0.07,PR,,
690,0.07,PR,,
692,0.07,PR,,
693,0.07,PR,,
694,0.07,PR,,
698,0.07,PR,,
703,0.07,PR,,
704,0.07,PR,,
705,0.07,PR,,
707,0.07,PR,,
714,0.07,PR,,
715,0.07,PR,,
716,0.07,PR,,
717,0.07,PR,,
718,0.07,PR,,
719,0.07,PR,,
720,0.07,PR,,
721,0.07,PR,,
723,0.07,PR,,
725,0.07,PR,,
726,0.07,PR,,
727,0.07,PR,,
728,0.07,PR,,
729,0.07,PR,,
730,0.07,PR,,
731,0.07,PR,,
732,0.07,PR,,
733,0.07,PR,,
734,0.07,PR,,
735,0.07,PR,,
736,0.07,PR,,
737,0.07,PR,,
738,0.07,PR,,
739,0.07,PR,,
740,0.07,PR,,
741,0.07,PR,,
742,0.07,PR,,
744,0.07,PR,,
745,0.07,PR,,
751,0.07,PR,,
754,0.07,PR,,
757,0.07,PR,,
765,0.07,PR,,
766,0.07,PR,,
767,0.07,PR,,
769,0.07,PR,,
771,0.07,PR,,
772,0.07,PR,,
773,0.07,PR,,
775,0.07,PR,,
777,0.07,PR,,
778,0.07,PR,,
780,0.07,PR,,
782,0.07,PR,,
783,0.07,PR,,
784,0.07,PR,,
785,0.07,PR,,
786,0.07,PR,,
791,0.07,PR,,
792,0.07,PR,,
