ZipCode,CombinedRate,State,,
61230,0.0625,IL,,
61231,0.0725,IL,,
61232,0.0625,IL,,
61233,0.0725,IL,,
61234,0.0725,IL,,
61235,0.0725,IL,,
61236,0.0625,IL,,
61237,0.0625,IL,,
61238,0.0725,IL,,
61239,0.0675,IL,,
61240,0.0625,IL,,
61241,0.0775,IL,,
61242,0.0625,IL,,
61243,0.0625,IL,,
61244,0.0675,IL,,
61250,0.0625,IL,,
61251,0.0625,IL,,
61252,0.07,IL,,
61254,0.0775,IL,,
61256,0.0675,IL,,
61257,0.0625,IL,,
61258,0.0725,IL,,
61259,0.0625,IL,,
61260,0.0725,IL,,
61261,0.0625,IL,,
61262,0.0725,IL,,
61263,0.0725,IL,,
61264,0.0625,IL,,
61265,0.075,IL,,
61266,0.075,IL,,
61270,0.0625,IL,,
61272,0.0725,IL,,
61273,0.0725,IL,,
61274,0.0725,IL,,
61275,0.0625,IL,,
61276,0.0725,IL,,
61277,0.0625,IL,,
61278,0.0625,IL,,
61279,0.0625,IL,,
61281,0.0725,IL,,
61282,0.0675,IL,,
61283,0.0675,IL,,
61284,0.0625,IL,,
61285,0.065,IL,,
61299,0.075,IL,,
61301,0.07,IL,,
61310,0.0625,IL,,
61311,0.0725,IL,,
61312,0.0675,IL,,
61313,0.0725,IL,,
61314,0.0675,IL,,
61315,0.0675,IL,,
61316,0.065,IL,,
61317,0.0675,IL,,
61318,0.0625,IL,,
61319,0.0725,IL,,
61320,0.0675,IL,,
61321,0.065,IL,,
61322,0.0675,IL,,
61323,0.0675,IL,,
61324,0.0625,IL,,
61325,0.065,IL,,
61326,0.0625,IL,,
61327,0.0625,IL,,
61328,0.0675,IL,,
61329,0.0675,IL,,
61330,0.0675,IL,,
61331,0.0625,IL,,
61332,0.065,IL,,
61333,0.0725,IL,,
61334,0.065,IL,,
61335,0.0625,IL,,
61336,0.0625,IL,,
61337,0.0675,IL,,
61338,0.0675,IL,,
61340,0.0625,IL,,
61341,0.065,IL,,
61342,0.065,IL,,
61344,0.0675,IL,,
61345,0.0675,IL,,
61346,0.0675,IL,,
61348,0.065,IL,,
61349,0.0675,IL,,
61350,0.07,IL,,
61353,0.0625,IL,,
61354,0.075,IL,,
61356,0.0725,IL,,
61358,0.065,IL,,
61359,0.0675,IL,,
61360,0.065,IL,,
61361,0.0675,IL,,
61362,0.0675,IL,,
61363,0.0625,IL,,
61364,0.075,IL,,
61367,0.0625,IL,,
61368,0.0675,IL,,
61369,0.0625,IL,,
61370,0.065,IL,,
61371,0.065,IL,,
61372,0.065,IL,,
61373,0.065,IL,,
61374,0.0675,IL,,
61375,0.0625,IL,,
61376,0.0675,IL,,
61377,0.0625,IL,,
61378,0.0625,IL,,
61379,0.0675,IL,,
61401,0.085,IL,,
61402,0.085,IL,,
61410,0.075,IL,,
61411,0.0675,IL,,
61412,0.0725,IL,,
61413,0.0725,IL,,
61414,0.075,IL,,
61415,0.0775,IL,,
61416,0.0675,IL,,
61417,0.0725,IL,,
61418,0.0725,IL,,
61419,0.0725,IL,,
61420,0.0675,IL,,
61421,0.0675,IL,,
61422,0.0725,IL,,
61423,0.0725,IL,,
61424,0.0625,IL,,
61425,0.0725,IL,,
61426,0.0675,IL,,
61427,0.0775,IL,,
61428,0.075,IL,,
61430,0.075,IL,,
61431,0.0775,IL,,
61432,0.0775,IL,,
61433,0.0775,IL,,
61434,0.0725,IL,,
61435,0.0725,IL,,
61436,0.075,IL,,
61437,0.0725,IL,,
61438,0.0675,IL,,
61439,0.075,IL,,
61440,0.0675,IL,,
61441,0.0775,IL,,
61442,0.0725,IL,,
61443,0.0775,IL,,
61447,0.0725,IL,,
61448,0.075,IL,,
61449,0.0675,IL,,
61450,0.0625,IL,,
61451,0.0675,IL,,
61452,0.0725,IL,,
61453,0.0725,IL,,
61454,0.0725,IL,,
61455,0.0775,IL,,
61458,0.075,IL,,
61459,0.0775,IL,,
61460,0.0725,IL,,
61462,0.0925,IL,,
61465,0.0725,IL,,
61466,0.0725,IL,,
61467,0.075,IL,,
61468,0.0725,IL,,
61469,0.0725,IL,,
61470,0.0675,IL,,
61471,0.0725,IL,,
61472,0.075,IL,,
61473,0.0725,IL,,
61474,0.075,IL,,
61475,0.0675,IL,,
61476,0.0725,IL,,
61477,0.0775,IL,,
61478,0.0725,IL,,
61479,0.0675,IL,,
61480,0.0725,IL,,
61482,0.0775,IL,,
61483,0.0675,IL,,
61484,0.0775,IL,,
61485,0.075,IL,,
61486,0.0725,IL,,
61488,0.075,IL,,
61489,0.075,IL,,
61490,0.0725,IL,,
61491,0.0675,IL,,
61501,0.0775,IL,,
61516,0.0725,IL,,
61517,0.0675,IL,,
61519,0.0775,IL,,
61520,0.0825,IL,,
61523,0.0725,IL,,
61524,0.0775,IL,,
61525,0.0675,IL,,
61526,0.0675,IL,,
61528,0.0675,IL,,
61529,0.0675,IL,,
61530,0.0725,IL,,
61531,0.0775,IL,,
61532,0.0725,IL,,
61533,0.0675,IL,,
61534,0.0675,IL,,
61535,0.0675,IL,,
61536,0.0675,IL,,
61537,0.0625,IL,,
61539,0.0675,IL,,
61540,0.0625,IL,,
61541,0.0625,IL,,
61542,0.0775,IL,,
61543,0.0775,IL,,
61544,0.0775,IL,,
61545,0.0725,IL,,
61546,0.0675,IL,,
61547,0.0675,IL,,
61548,0.0725,IL,,
61550,0.0675,IL,,
61552,0.0675,IL,,
61553,0.0775,IL,,
61554,0.08,IL,,
61555,0.08,IL,,
61558,0.08,IL,,
61559,0.0675,IL,,
61560,0.0625,IL,,
61561,0.0725,IL,,
61562,0.0675,IL,,
61563,0.0775,IL,,
61564,0.07,IL,,
61565,0.0625,IL,,
61567,0.0725,IL,,
61568,0.0675,IL,,
61569,0.0675,IL,,
61570,0.0725,IL,,
61571,0.08,IL,,
61572,0.075,IL,,
61601,0.0825,IL,,
61602,0.0825,IL,,
61603,0.0825,IL,,
61604,0.0825,IL,,
61605,0.0825,IL,,
61606,0.0825,IL,,
61607,0.0725,IL,,
61610,0.0775,IL,,
61611,0.08,IL,,
61612,0.0825,IL,,
61613,0.0825,IL,,
61614,0.0825,IL,,
61615,0.0825,IL,,
61616,0.0825,IL,,
61625,0.0825,IL,,
61629,0.0825,IL,,
61630,0.0825,IL,,
61633,0.0825,IL,,
61634,0.0825,IL,,
61635,0.08,IL,,
61636,0.0825,IL,,
61637,0.0825,IL,,
61638,0.0825,IL,,
61639,0.0825,IL,,
61641,0.0725,IL,,
61643,0.0825,IL,,
61650,0.0825,IL,,
61651,0.0825,IL,,
61652,0.0825,IL,,
61653,0.0825,IL,,
61654,0.0825,IL,,
61655,0.0825,IL,,
61656,0.0825,IL,,
61701,0.0775,IL,,
61702,0.0775,IL,,
61704,0.0775,IL,,
61705,0.0625,IL,,
61709,0.0775,IL,,
61710,0.0775,IL,,
61720,0.0625,IL,,
61721,0.0675,IL,,
61722,0.0625,IL,,
61723,0.0775,IL,,
61724,0.0625,IL,,
61725,0.0675,IL,,
61726,0.0625,IL,,
61727,0.0675,IL,,
61728,0.0625,IL,,
61729,0.0725,IL,,
61730,0.0625,IL,,
61731,0.0625,IL,,
61732,0.0625,IL,,
61733,0.0675,IL,,
61734,0.0675,IL,,
61735,0.0625,IL,,
61736,0.0625,IL,,
61737,0.0625,IL,,
61738,0.0725,IL,,
61739,0.0725,IL,,
61740,0.0725,IL,,
61741,0.0725,IL,,
61742,0.0725,IL,,
61743,0.0725,IL,,
61744,0.0625,IL,,
61745,0.0625,IL,,
61747,0.0675,IL,,
61748,0.0625,IL,,
61749,0.0625,IL,,
61750,0.0625,IL,,
61751,0.0775,IL,,
61752,0.0675,IL,,
61753,0.0675,IL,,
61754,0.0675,IL,,
61755,0.0675,IL,,
61756,0.075,IL,,
61758,0.0625,IL,,
61759,0.0675,IL,,
61760,0.0725,IL,,
61761,0.0775,IL,,
61764,0.0725,IL,,
61769,0.0725,IL,,
61770,0.0625,IL,,
61771,0.0725,IL,,
61772,0.0625,IL,,
61773,0.0625,IL,,
61774,0.0625,IL,,
61775,0.0725,IL,,
61776,0.0625,IL,,
61777,0.0625,IL,,
61778,0.0625,IL,,
61790,0.0775,IL,,
61791,0.0775,IL,,
61799,0.0775,IL,,
61801,0.09,IL,,
61802,0.09,IL,,
61803,0.09,IL,,
61810,0.065,IL,,
61811,0.065,IL,,
61812,0.065,IL,,
61813,0.0625,IL,,
61814,0.065,IL,,
61815,0.075,IL,,
61816,0.075,IL,,
61817,0.065,IL,,
61818,0.0625,IL,,
61820,0.09,IL,,
61821,0.09,IL,,
61822,0.09,IL,,
61824,0.09,IL,,
61825,0.09,IL,,
61826,0.09,IL,,
61830,0.0625,IL,,
61831,0.065,IL,,
61832,0.0875,IL,,
61833,0.085,IL,,
61834,0.065,IL,,
61839,0.0625,IL,,
61840,0.075,IL,,
61841,0.065,IL,,
61842,0.0625,IL,,
61843,0.075,IL,,
61844,0.065,IL,,
61845,0.075,IL,,
61846,0.065,IL,,
61847,0.075,IL,,
61848,0.065,IL,,
61849,0.075,IL,,
61850,0.065,IL,,
61851,0.075,IL,,
61852,0.075,IL,,
61853,0.075,IL,,
61854,0.0625,IL,,
61855,0.0625,IL,,
61856,0.0625,IL,,
61857,0.065,IL,,
61858,0.065,IL,,
61859,0.085,IL,,
61862,0.075,IL,,
61863,0.075,IL,,
61864,0.075,IL,,
61865,0.065,IL,,
61866,0.0875,IL,,
61870,0.065,IL,,
61871,0.075,IL,,
61872,0.075,IL,,
61873,0.08,IL,,
61874,0.08,IL,,
61875,0.075,IL,,
61876,0.065,IL,,
61877,0.075,IL,,
61878,0.075,IL,,
61880,0.075,IL,,
61882,0.0625,IL,,
61883,0.065,IL,,
61884,0.0625,IL,,
61910,0.0775,IL,,
61911,0.0725,IL,,
61912,0.0625,IL,,
61913,0.0725,IL,,
61914,0.0675,IL,,
61917,0.0625,IL,,
61919,0.0725,IL,,
61920,0.0675,IL,,
61924,0.0625,IL,,
61925,0.075,IL,,
61928,0.0675,IL,,
61929,0.0625,IL,,
61930,0.0725,IL,,
61931,0.0625,IL,,
61932,0.0625,IL,,
61933,0.0625,IL,,
61936,0.0625,IL,,
61937,0.0675,IL,,
61938,0.0675,IL,,
61940,0.0625,IL,,
61941,0.0725,IL,,
61942,0.0725,IL,,
61943,0.0625,IL,,
61944,0.0675,IL,,
61949,0.0625,IL,,
61951,0.0675,IL,,
61953,0.0775,IL,,
61955,0.0625,IL,,
61956,0.0825,IL,,
61957,0.0725,IL,,
62001,0.066,IL,,
62002,0.0785,IL,,
62006,0.07,IL,,
62009,0.0625,IL,,
62010,0.0685,IL,,
62011,0.0625,IL,,
62012,0.07,IL,,
62013,0.07,IL,,
62014,0.0625,IL,,
62015,0.0625,IL,,
62016,0.0625,IL,,
62017,0.0625,IL,,
62018,0.0685,IL,,
62019,0.0625,IL,,
62021,0.0685,IL,,
62022,0.07,IL,,
62023,0.0625,IL,,
62024,0.0685,IL,,
62025,0.071,IL,,
62026,0.071,IL,,
62027,0.0625,IL,,
62028,0.07,IL,,
62030,0.07,IL,,
62031,0.07,IL,,
62032,0.0625,IL,,
62033,0.0625,IL,,
62034,0.0685,IL,,
62035,0.0685,IL,,
62036,0.07,IL,,
62037,0.07,IL,,
62040,0.0835,IL,,
62044,0.0625,IL,,
62045,0.07,IL,,
62046,0.066,IL,,
62047,0.07,IL,,
62048,0.0685,IL,,
62049,0.0625,IL,,
62050,0.0625,IL,,
62051,0.0625,IL,,
62052,0.075,IL,,
62053,0.07,IL,,
62054,0.0625,IL,,
62056,0.0725,IL,,
62058,0.066,IL,,
62059,0.0735,IL,,
62060,0.0685,IL,,
62061,0.066,IL,,
62062,0.0685,IL,,
62063,0.0625,IL,,
62067,0.0685,IL,,
62069,0.0625,IL,,
62071,0.0735,IL,,
62074,0.066,IL,,
62075,0.0625,IL,,
62076,0.0625,IL,,
62077,0.0625,IL,,
62078,0.0625,IL,,
62079,0.0625,IL,,
62080,0.0625,IL,,
62081,0.0625,IL,,
62082,0.0625,IL,,
62083,0.0725,IL,,
62084,0.0685,IL,,
62085,0.0625,IL,,
62086,0.0625,IL,,
62087,0.0685,IL,,
62088,0.0625,IL,,
62089,0.0625,IL,,
62090,0.0685,IL,,
62091,0.0625,IL,,
62092,0.0625,IL,,
62093,0.0625,IL,,
62094,0.0625,IL,,
62095,0.0685,IL,,
62097,0.066,IL,,
62098,0.0625,IL,,
62201,0.0885,IL,,
62202,0.0885,IL,,
62203,0.0885,IL,,
62204,0.0885,IL,,
62205,0.0885,IL,,
62206,0.081,IL,,
62207,0.0735,IL,,
62208,0.0835,IL,,
62214,0.0625,IL,,
62215,0.0625,IL,,
62216,0.0625,IL,,
62217,0.0725,IL,,
62218,0.0625,IL,,
62219,0.0625,IL,,
62220,0.081,IL,,
62221,0.0735,IL,,
62222,0.081,IL,,
62223,0.0735,IL,,
62225,0.0735,IL,,
62226,0.081,IL,,
62230,0.0625,IL,,
62231,0.0625,IL,,
62232,0.0735,IL,,
62233,0.0725,IL,,
62234,0.081,IL,,
62236,0.065,IL,,
62237,0.0725,IL,,
62238,0.0675,IL,,
62239,0.0735,IL,,
62240,0.0735,IL,,
62241,0.0725,IL,,
62242,0.0725,IL,,
62243,0.066,IL,,
62244,0.065,IL,,
62245,0.0625,IL,,
62246,0.0675,IL,,
62248,0.065,IL,,
62249,0.0785,IL,,
62250,0.0625,IL,,
62252,0.0625,IL,,
62253,0.0675,IL,,
62254,0.0785,IL,,
62255,0.0735,IL,,
62256,0.065,IL,,
62257,0.066,IL,,
62258,0.076,IL,,
62259,0.0725,IL,,
62260,0.066,IL,,
62261,0.0725,IL,,
62262,0.0625,IL,,
62263,0.0625,IL,,
62264,0.0735,IL,,
62265,0.065,IL,,
62266,0.0625,IL,,
62268,0.0625,IL,,
62269,0.0785,IL,,
62271,0.0625,IL,,
62272,0.0725,IL,,
62273,0.0625,IL,,
62274,0.0675,IL,,
62275,0.0625,IL,,
62277,0.065,IL,,
62278,0.0725,IL,,
62279,0.065,IL,,
62280,0.0725,IL,,
62281,0.0685,IL,,
62282,0.066,IL,,
62284,0.0625,IL,,
62285,0.0735,IL,,
62286,0.0825,IL,,
62288,0.0725,IL,,
62289,0.0735,IL,,
62292,0.0725,IL,,
62293,0.0625,IL,,
62294,0.0685,IL,,
62295,0.065,IL,,
62297,0.0725,IL,,
62298,0.065,IL,,
62301,0.0775,IL,,
62305,0.0625,IL,,
62306,0.0625,IL,,
62311,0.0625,IL,,
62312,0.0775,IL,,
62313,0.0625,IL,,
62314,0.0775,IL,,
62316,0.0625,IL,,
62319,0.0725,IL,,
62320,0.0625,IL,,
62321,0.0675,IL,,
62323,0.0775,IL,,
62324,0.0625,IL,,
62325,0.0625,IL,,
62326,0.0675,IL,,
62329,0.0625,IL,,
62330,0.0625,IL,,
62334,0.0625,IL,,
62336,0.0625,IL,,
62338,0.0625,IL,,
62339,0.0625,IL,,
62340,0.0775,IL,,
62341,0.0625,IL,,
62343,0.0775,IL,,
62345,0.0775,IL,,
62346,0.0625,IL,,
62347,0.0625,IL,,
62348,0.0625,IL,,
62349,0.0625,IL,,
62351,0.0625,IL,,
62352,0.0775,IL,,
62353,0.065,IL,,
62354,0.07,IL,,
62355,0.0775,IL,,
62356,0.0775,IL,,
62357,0.0775,IL,,
62358,0.0625,IL,,
62359,0.0625,IL,,
62360,0.0625,IL,,
62361,0.0775,IL,,
62362,0.0775,IL,,
62363,0.0775,IL,,
62365,0.0625,IL,,
62366,0.0775,IL,,
62367,0.0625,IL,,
62370,0.0775,IL,,
62373,0.0625,IL,,
62374,0.0675,IL,,
62375,0.065,IL,,
62376,0.0625,IL,,
62378,0.065,IL,,
62379,0.0625,IL,,
62380,0.0625,IL,,
62401,0.065,IL,,
62410,0.0625,IL,,
62411,0.065,IL,,
62413,0.0625,IL,,
62414,0.065,IL,,
62417,0.0725,IL,,
62418,0.0625,IL,,
62419,0.0675,IL,,
62420,0.0725,IL,,
62421,0.0675,IL,,
62422,0.0725,IL,,
62423,0.0725,IL,,
62424,0.065,IL,,
62425,0.0675,IL,,
62426,0.065,IL,,
62427,0.0625,IL,,
62428,0.0675,IL,,
62431,0.0725,IL,,
62432,0.0625,IL,,
62433,0.0625,IL,,
62434,0.0675,IL,,
62435,0.0625,IL,,
62436,0.0625,IL,,
62439,0.0725,IL,,
62440,0.0625,IL,,
62441,0.0725,IL,,
62442,0.0725,IL,,
62443,0.065,IL,,
62445,0.065,IL,,
62446,0.07,IL,,
62447,0.0625,IL,,
62448,0.0625,IL,,
62449,0.0625,IL,,
62450,0.0675,IL,,
62451,0.0625,IL,,
62452,0.0675,IL,,
62454,0.0625,IL,,
62458,0.0625,IL,,
62459,0.0625,IL,,
62460,0.0725,IL,,
62461,0.065,IL,,
62462,0.0725,IL,,
62463,0.0725,IL,,
62464,0.0625,IL,,
62465,0.0725,IL,,
62466,0.0725,IL,,
62467,0.065,IL,,
62468,0.0625,IL,,
62469,0.0625,IL,,
62471,0.0675,IL,,
62473,0.065,IL,,
62474,0.0725,IL,,
62475,0.0625,IL,,
62476,0.0625,IL,,
62477,0.0725,IL,,
62478,0.0625,IL,,
62479,0.0625,IL,,
62480,0.0625,IL,,
62481,0.0625,IL,,
62501,0.075,IL,,
62510,0.0725,IL,,
62512,0.0775,IL,,
62513,0.075,IL,,
62514,0.075,IL,,
62515,0.0625,IL,,
62517,0.0725,IL,,
62518,0.0775,IL,,
62519,0.0775,IL,,
62520,0.0625,IL,,
62521,0.09,IL,,
62522,0.09,IL,,
62523,0.09,IL,,
62524,0.09,IL,,
62525,0.09,IL,,
62526,0.09,IL,,
62530,0.0625,IL,,
62531,0.0725,IL,,
62532,0.075,IL,,
62533,0.0725,IL,,
62534,0.0725,IL,,
62535,0.085,IL,,
62536,0.0625,IL,,
62537,0.075,IL,,
62538,0.0625,IL,,
62539,0.0625,IL,,
62540,0.0725,IL,,
62541,0.0775,IL,,
62543,0.0775,IL,,
62544,0.075,IL,,
62545,0.0625,IL,,
62546,0.0725,IL,,
62547,0.0725,IL,,
62548,0.0775,IL,,
62549,0.075,IL,,
62550,0.0725,IL,,
62551,0.075,IL,,
62553,0.0725,IL,,
62554,0.075,IL,,
62555,0.0725,IL,,
62556,0.0725,IL,,
62557,0.0725,IL,,
62558,0.0625,IL,,
62560,0.0625,IL,,
62561,0.0625,IL,,
62563,0.0625,IL,,
62565,0.0825,IL,,
62567,0.0725,IL,,
62568,0.08,IL,,
62570,0.0725,IL,,
62571,0.0725,IL,,
62572,0.0625,IL,,
62573,0.075,IL,,
62601,0.0625,IL,,
62610,0.0625,IL,,
62611,0.0825,IL,,
62612,0.0825,IL,,
62613,0.0725,IL,,
62615,0.0625,IL,,
62617,0.0725,IL,,
62618,0.0825,IL,,
62621,0.0625,IL,,
62622,0.0825,IL,,
62624,0.0725,IL,,
62625,0.0625,IL,,
62626,0.0725,IL,,
62627,0.0825,IL,,
62628,0.0625,IL,,
62629,0.0625,IL,,
62630,0.0625,IL,,
62631,0.0625,IL,,
62633,0.0725,IL,,
62634,0.0775,IL,,
62635,0.0775,IL,,
62638,0.0625,IL,,
62639,0.0725,IL,,
62640,0.0625,IL,,
62642,0.0725,IL,,
62643,0.0775,IL,,
62644,0.0775,IL,,
62649,0.0625,IL,,
62650,0.07,IL,,
62651,0.07,IL,,
62655,0.0725,IL,,
62656,0.0825,IL,,
62659,0.0725,IL,,
62660,0.0625,IL,,
62661,0.0625,IL,,
62662,0.0625,IL,,
62663,0.0625,IL,,
62664,0.0725,IL,,
62665,0.0625,IL,,
62666,0.0775,IL,,
62667,0.0625,IL,,
62668,0.0625,IL,,
62670,0.0625,IL,,
62671,0.0775,IL,,
62672,0.0625,IL,,
62673,0.0725,IL,,
62674,0.0625,IL,,
62675,0.0725,IL,,
62677,0.0625,IL,,
62681,0.0725,IL,,
62682,0.0725,IL,,
62683,0.0625,IL,,
62684,0.0675,IL,,
62685,0.0625,IL,,
62688,0.0725,IL,,
62689,0.0625,IL,,
62690,0.0625,IL,,
62691,0.0825,IL,,
62692,0.0625,IL,,
62693,0.0675,IL,,
62694,0.0625,IL,,
62695,0.0625,IL,,
62701,0.085,IL,,
62702,0.085,IL,,
62703,0.085,IL,,
62704,0.085,IL,,
62705,0.085,IL,,
62706,0.085,IL,,
62707,0.0625,IL,,
62708,0.085,IL,,
62711,0.085,IL,,
62712,0.085,IL,,
62715,0.085,IL,,
62716,0.0625,IL,,
62719,0.085,IL,,
62721,0.085,IL,,
62722,0.085,IL,,
62723,0.085,IL,,
62726,0.085,IL,,
62736,0.085,IL,,
62739,0.085,IL,,
62756,0.085,IL,,
62757,0.085,IL,,
62761,0.085,IL,,
62762,0.085,IL,,
62763,0.085,IL,,
62764,0.085,IL,,
62765,0.085,IL,,
62766,0.085,IL,,
62767,0.085,IL,,
62769,0.085,IL,,
62776,0.085,IL,,
62777,0.085,IL,,
62781,0.085,IL,,
62786,0.085,IL,,
62791,0.085,IL,,
62794,0.085,IL,,
62796,0.085,IL,,
62801,0.065,IL,,
62803,0.0625,IL,,
62806,0.0625,IL,,
62807,0.065,IL,,
62808,0.0625,IL,,
62809,0.07,IL,,
62810,0.065,IL,,
62811,0.0625,IL,,
62812,0.085,IL,,
62814,0.065,IL,,
62815,0.0625,IL,,
62816,0.065,IL,,
62817,0.0725,IL,,
62818,0.0625,IL,,
62819,0.0725,IL,,
62820,0.0625,IL,,
62821,0.07,IL,,
62822,0.0825,IL,,
62823,0.07,IL,,
62824,0.0675,IL,,
62825,0.0725,IL,,
62827,0.0625,IL,,
62828,0.0725,IL,,
62830,0.065,IL,,
62831,0.0625,IL,,
62832,0.0825,IL,,
62833,0.0625,IL,,
62835,0.0625,IL,,
62836,0.0725,IL,,
62837,0.07,IL,,
62838,0.0625,IL,,
62839,0.0725,IL,,
62840,0.0825,IL,,
62841,0.0725,IL,,
62842,0.07,IL,,
62843,0.07,IL,,
62844,0.0625,IL,,
62846,0.065,IL,,
62848,0.0625,IL,,
62849,0.065,IL,,
62850,0.07,IL,,
62851,0.065,IL,,
62852,0.0625,IL,,
62853,0.065,IL,,
62854,0.065,IL,,
62856,0.0725,IL,,
62858,0.0675,IL,,
62859,0.0725,IL,,
62860,0.0725,IL,,
62861,0.0625,IL,,
62862,0.0625,IL,,
62863,0.0625,IL,,
62864,0.08,IL,,
62865,0.0725,IL,,
62867,0.0725,IL,,
62868,0.0675,IL,,
62869,0.0625,IL,,
62870,0.065,IL,,
62871,0.0725,IL,,
62872,0.065,IL,,
62874,0.0725,IL,,
62875,0.065,IL,,
62876,0.0625,IL,,
62877,0.0625,IL,,
62878,0.07,IL,,
62879,0.0675,IL,,
62880,0.0625,IL,,
62881,0.075,IL,,
62882,0.065,IL,,
62883,0.065,IL,,
62884,0.085,IL,,
62885,0.0625,IL,,
62886,0.07,IL,,
62887,0.0625,IL,,
62888,0.0675,IL,,
62889,0.065,IL,,
62890,0.0725,IL,,
62891,0.0725,IL,,
62892,0.065,IL,,
62893,0.065,IL,,
62894,0.065,IL,,
62895,0.07,IL,,
62896,0.0825,IL,,
62897,0.0725,IL,,
62898,0.065,IL,,
62899,0.0675,IL,,
62901,0.085,IL,,
62902,0.0625,IL,,
62903,0.0625,IL,,
62905,0.075,IL,,
62906,0.075,IL,,
62907,0.0625,IL,,
62908,0.0625,IL,,
62909,0.0675,IL,,
62910,0.0625,IL,,
62912,0.0675,IL,,
62914,0.0625,IL,,
62915,0.0875,IL,,
62916,0.0625,IL,,
62917,0.08,IL,,
62918,0.0875,IL,,
62919,0.0725,IL,,
62920,0.075,IL,,
62921,0.0725,IL,,
62922,0.0725,IL,,
62923,0.0675,IL,,
62924,0.0625,IL,,
62926,0.075,IL,,
62927,0.0625,IL,,
62928,0.0625,IL,,
62930,0.08,IL,,
62931,0.0725,IL,,
62932,0.0625,IL,,
62933,0.0725,IL,,
62934,0.0725,IL,,
62935,0.08,IL,,
62938,0.0625,IL,,
62939,0.0675,IL,,
62940,0.0625,IL,,
62941,0.0625,IL,,
62942,0.0625,IL,,
62943,0.0675,IL,,
62946,0.08,IL,,
62947,0.0625,IL,,
62948,0.085,IL,,
62949,0.0825,IL,,
62950,0.0625,IL,,
62951,0.0875,IL,,
62952,0.075,IL,,
62953,0.0625,IL,,
62954,0.0725,IL,,
62955,0.0725,IL,,
62956,0.0625,IL,,
62957,0.0625,IL,,
62958,0.0625,IL,,
62959,0.085,IL,,
62960,0.0625,IL,,
62961,0.075,IL,,
62962,0.0625,IL,,
62963,0.0625,IL,,
62964,0.0625,IL,,
62965,0.08,IL,,
62966,0.0625,IL,,
62967,0.0675,IL,,
62969,0.0625,IL,,
62970,0.0625,IL,,
62971,0.0625,IL,,
62972,0.0675,IL,,
62973,0.0625,IL,,
62974,0.0725,IL,,
62975,0.0625,IL,,
62976,0.0625,IL,,
62977,0.08,IL,,
62979,0.0725,IL,,
62982,0.0725,IL,,
62983,0.0725,IL,,
62984,0.0725,IL,,
62985,0.0675,IL,,
62987,0.08,IL,,
62988,0.0625,IL,,
62990,0.0625,IL,,
62992,0.0625,IL,,
62994,0.0625,IL,,
62995,0.0675,IL,,
62996,0.0625,IL,,
62997,0.0675,IL,,
62998,0.075,IL,,
62999,0.0725,IL,,
63005,0.08113,MO,,
63006,0.08363,MO,,
63010,0.0835,MO,,
63011,0.08113,MO,,
63012,0.071,MO,,
63013,0.06475,MO,,
63014,0.06475,MO,,
63015,0.06475,MO,,
63016,0.0685,MO,,
63017,0.08113,MO,,
63019,0.086,MO,,
63020,0.0635,MO,,
63021,0.07113,MO,,
63022,0.08113,MO,,
63023,0.0685,MO,,
63024,0.08113,MO,,
63025,0.08113,MO,,
63026,0.07113,MO,,
63028,0.0685,MO,,
63030,0.07225,MO,,
63031,0.08113,MO,,
63032,0.08113,MO,,
63033,0.08113,MO,,
63034,0.07113,MO,,
63036,0.05975,MO,,
63037,0.06475,MO,,
63038,0.07613,MO,,
63039,0.06475,MO,,
63040,0.07613,MO,,
63041,0.06975,MO,,
63042,0.08613,MO,,
63043,0.07613,MO,,
63044,0.08363,MO,,
63045,0.07113,MO,,
63047,0.0685,MO,,
63048,0.0885,MO,,
63049,0.0735,MO,,
63050,0.0635,MO,,
63051,0.0735,MO,,
63052,0.071,MO,,
63053,0.086,MO,,
63055,0.06475,MO,,
63056,0.06475,MO,,
63057,0.071,MO,,
63060,0.06975,MO,,
63061,0.06975,MO,,
63065,0.0685,MO,,
63066,0.0685,MO,,
63068,0.06475,MO,,
63069,0.07975,MO,,
63070,0.0835,MO,,
63071,0.07225,MO,,
63072,0.06475,MO,,
63073,0.06475,MO,,
63074,0.08863,MO,,
63077,0.06975,MO,,
63079,0.06475,MO,,
63080,0.08475,MO,,
63084,0.08475,MO,,
63087,0.05975,MO,,
63088,0.08113,MO,,
63089,0.06475,MO,,
63090,0.0835,MO,,
63091,0.061,MO,,
63099,0.07113,MO,,
63101,0.08679,MO,,
63102,0.08679,MO,,
63103,0.08679,MO,,
63104,0.08679,MO,,
63105,0.08613,MO,,
63106,0.08679,MO,,
63107,0.08679,MO,,
63108,0.08679,MO,,
63109,0.08679,MO,,
63110,0.08679,MO,,
63111,0.08679,MO,,
63112,0.08679,MO,,
63113,0.08679,MO,,
63114,0.07863,MO,,
63115,0.08679,MO,,
63116,0.08679,MO,,
63117,0.08613,MO,,
63118,0.08679,MO,,
63119,0.08613,MO,,
63120,0.08679,MO,,
63121,0.08613,MO,,
63122,0.08363,MO,,
63123,0.07113,MO,,
63124,0.08363,MO,,
63125,0.07113,MO,,
63126,0.08613,MO,,
63127,0.08363,MO,,
63128,0.07113,MO,,
63129,0.07113,MO,,
63130,0.08613,MO,,
63131,0.08613,MO,,
63132,0.08613,MO,,
63133,0.07863,MO,,
